use_cases,features,budget,rank1_product,rank1_score,rank2_product,rank2_score,rank3_product,rank3_score
competition_performance,no_display,under_500,whoop_5_0_peak_2025,0.93,apple_watch_series11_2025,0.61,garmin_forerunner_970_2025,0.476
competition_performance,no_display,under_650,whoop_5_0_peak_2025,0.93,garmin_forerunner_970_2025,0.68,apple_watch_series11_2025,0.61
competition_performance,no_display,unlimited,whoop_5_0_peak_2025,0.93,garmin_forerunner_970_2025,0.68,garmin_fenix_8_2024,0.68
competition_performance,sleep_monitor,no_budget,garmin_fenix_8_2024,0.93,whoop_5_0_peak_2025,0.93,garmin_forerunner_970_2025,0.88
competition_performance,sleep_monitor,under_200,garmin_fenix_8_2024,0.651,whoop_5_0_peak_2025,0.651,garmin_forerunner_970_2025,0.616
competition_performance,sleep_monitor,under_350,whoop_5_0_peak_2025,0.93,garmin_fenix_8_2024,0.651,garmin_forerunner_970_2025,0.616
competition_performance,sleep_monitor,under_500,whoop_5_0_peak_2025,0.93,apple_watch_series11_2025,0.81,garmin_fenix_8_2024,0.651
competition_performance,sleep_monitor,under_650,whoop_5_0_peak_2025,0.93,garmin_forerunner_970_2025,0.88,apple_watch_series11_2025,0.81
competition_performance,sleep_monitor,unlimited,garmin_fenix_8_2024,0.93,whoop_5_0_peak_2025,0.93,garmin_forerunner_970_2025,0.88
competition_performance,stress_monitor,no_budget,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,whoop_5_0_peak_2025,0.93
competition_performance,stress_monitor,under_200,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651,whoop_5_0_peak_2025,0.651
competition_performance,stress_monitor,under_350,whoop_5_0_peak_2025,0.93,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651
competition_performance,stress_monitor,under_500,whoop_5_0_peak_2025,0.93,apple_watch_series11_2025,0.76,garmin_forerunner_970_2025,0.651
competition_performance,stress_monitor,under_650,garmin_forerunner_970_2025,0.93,whoop_5_0_peak_2025,0.93,apple_watch_series11_2025,0.76
competition_performance,stress_monitor,unlimited,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,whoop_5_0_peak_2025,0.93
competition_performance,ecg_hrv,no_budget,garmin_fenix_8_2024,0.93,garmin_forerunner_970_2025,0.88,whoop_5_0_peak_2025,0.88
competition_performance,ecg_hrv,under_200,garmin_fenix_8_2024,0.651,garmin_forerunner_970_2025,0.616,whoop_5_0_peak_2025,0.616
competition_performance,ecg_hrv,under_350,whoop_5_0_peak_2025,0.88,garmin_fenix_8_2024,0.651,garmin_forerunner_970_2025,0.616
competition_performance,ecg_hrv,under_500,whoop_5_0_peak_2025,0.88,apple_watch_series11_2025,0.86,garmin_fenix_8_2024,0.651
competition_performance,ecg_hrv,under_650,garmin_forerunner_970_2025,0.88,whoop_5_0_peak_2025,0.88,apple_watch_series11_2025,0.86
competition_performance,ecg_hrv,unlimited,garmin_fenix_8_2024,0.93,garmin_forerunner_970_2025,0.88,whoop_5_0_peak_2025,0.88
competition_performance,vo2_max,no_budget,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,whoop_5_0_peak_2025,0.83
competition_performance,vo2_max,under_200,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651,whoop_5_0_peak_2025,0.581
competition_performance,vo2_max,under_350,whoop_5_0_peak_2025,0.83,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651
competition_performance,vo2_max,under_500,whoop_5_0_peak_2025,0.83,apple_watch_series11_2025,0.76,garmin_forerunner_970_2025,0.651
competition_performance,vo2_max,under_650,garmin_forerunner_970_2025,0.93,whoop_5_0_peak_2025,0.83,apple_watch_series11_2025,0.76
competition_performance,vo2_max,unlimited,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,whoop_5_0_peak_2025,0.83
lifestyle_fitness|running_cycling,light_comfortable,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|running_cycling,light_comfortable,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|running_cycling,light_comfortable,under_350,whoop_5_0_peak_2025,0.825,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,light_comfortable,under_500,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.825,garmin_forerunner_970_2025,0.6755
lifestyle_fitness|running_cycling,light_comfortable,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.825
lifestyle_fitness|running_cycling,light_comfortable,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|running_cycling,long_battery,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.815
lifestyle_fitness|running_cycling,long_battery,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.5705
lifestyle_fitness|running_cycling,long_battery,under_350,whoop_5_0_peak_2025,0.775,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,long_battery,under_500,apple_watch_series11_2025,0.815,whoop_5_0_peak_2025,0.775,garmin_forerunner_970_2025,0.6755
lifestyle_fitness|running_cycling,long_battery,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.815,whoop_5_0_peak_2025,0.775
lifestyle_fitness|running_cycling,long_battery,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.815
lifestyle_fitness|running_cycling,water_resistance,no_budget,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|running_cycling,water_resistance,under_200,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,water_resistance,under_350,whoop_5_0_peak_2025,0.775,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|running_cycling,water_resistance,under_500,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.775,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,water_resistance,under_650,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.775
lifestyle_fitness|running_cycling,water_resistance,unlimited,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|running_cycling,gps_accuracy,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|running_cycling,gps_accuracy,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|running_cycling,gps_accuracy,under_350,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|running_cycling,gps_accuracy,under_500,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,gps_accuracy,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.915,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,gps_accuracy,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|running_cycling,smartphone_independent,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,smartphone_independent,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,smartphone_independent,under_350,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,smartphone_independent,under_500,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,smartphone_independent,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,smartphone_independent,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,app_ecosystem,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,app_ecosystem,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,app_ecosystem,under_350,whoop_5_0_peak_2025,0.725,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,app_ecosystem,under_500,apple_watch_series11_2025,0.965,whoop_5_0_peak_2025,0.725,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,app_ecosystem,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.725
lifestyle_fitness|running_cycling,app_ecosystem,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,design_modern,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,design_modern,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,design_modern,under_350,whoop_5_0_peak_2025,0.725,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,design_modern,under_500,apple_watch_series11_2025,0.965,whoop_5_0_peak_2025,0.725,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,design_modern,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.725
lifestyle_fitness|running_cycling,design_modern,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,design_classic,no_budget,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715,garmin_fenix_8_2024,0.715
lifestyle_fitness|running_cycling,design_classic,under_200,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005,garmin_fenix_8_2024,0.5005
lifestyle_fitness|running_cycling,design_classic,under_350,whoop_5_0_peak_2025,0.575,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|running_cycling,design_classic,under_500,apple_watch_series11_2025,0.715,whoop_5_0_peak_2025,0.575,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|running_cycling,design_classic,under_650,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715,whoop_5_0_peak_2025,0.575
lifestyle_fitness|running_cycling,design_classic,unlimited,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715,garmin_fenix_8_2024,0.715
lifestyle_fitness|running_cycling,with_display,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,with_display,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,with_display,under_350,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,with_display,under_500,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,with_display,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.6405
lifestyle_fitness|running_cycling,with_display,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|running_cycling,no_display,no_budget,whoop_5_0_peak_2025,0.825,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715
lifestyle_fitness|running_cycling,no_display,under_200,whoop_5_0_peak_2025,0.5775,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|running_cycling,no_display,under_350,whoop_5_0_peak_2025,0.825,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|running_cycling,no_display,under_500,whoop_5_0_peak_2025,0.825,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|running_cycling,no_display,under_650,whoop_5_0_peak_2025,0.825,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715
lifestyle_fitness|running_cycling,no_display,unlimited,whoop_5_0_peak_2025,0.825,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715
lifestyle_fitness|running_cycling,sleep_monitor,no_budget,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|running_cycling,sleep_monitor,under_200,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,sleep_monitor,under_350,whoop_5_0_peak_2025,0.825,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|running_cycling,sleep_monitor,under_500,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.825,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,sleep_monitor,under_650,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.825
lifestyle_fitness|running_cycling,sleep_monitor,unlimited,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|running_cycling,stress_monitor,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.865
lifestyle_fitness|running_cycling,stress_monitor,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6055
lifestyle_fitness|running_cycling,stress_monitor,under_350,whoop_5_0_peak_2025,0.825,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,stress_monitor,under_500,apple_watch_series11_2025,0.865,whoop_5_0_peak_2025,0.825,garmin_forerunner_970_2025,0.6755
lifestyle_fitness|running_cycling,stress_monitor,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.865,whoop_5_0_peak_2025,0.825
lifestyle_fitness|running_cycling,stress_monitor,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.865
lifestyle_fitness|running_cycling,ecg_hrv,no_budget,apple_watch_series11_2025,0.965,garmin_fenix_8_2024,0.965,garmin_forerunner_970_2025,0.915
lifestyle_fitness|running_cycling,ecg_hrv,under_200,apple_watch_series11_2025,0.6755,garmin_fenix_8_2024,0.6755,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|running_cycling,ecg_hrv,under_350,whoop_5_0_peak_2025,0.775,apple_watch_series11_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,ecg_hrv,under_500,apple_watch_series11_2025,0.965,whoop_5_0_peak_2025,0.775,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,ecg_hrv,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.775
lifestyle_fitness|running_cycling,ecg_hrv,unlimited,apple_watch_series11_2025,0.965,garmin_fenix_8_2024,0.965,garmin_forerunner_970_2025,0.915
lifestyle_fitness|running_cycling,vo2_max,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.865
lifestyle_fitness|running_cycling,vo2_max,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6055
lifestyle_fitness|running_cycling,vo2_max,under_350,whoop_5_0_peak_2025,0.725,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|running_cycling,vo2_max,under_500,apple_watch_series11_2025,0.865,whoop_5_0_peak_2025,0.725,garmin_forerunner_970_2025,0.6755
lifestyle_fitness|running_cycling,vo2_max,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.865,whoop_5_0_peak_2025,0.725
lifestyle_fitness|running_cycling,vo2_max,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.865
lifestyle_fitness|hiking,light_comfortable,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|hiking,light_comfortable,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|hiking,light_comfortable,under_350,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,light_comfortable,under_500,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.6755
lifestyle_fitness|hiking,light_comfortable,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.79
lifestyle_fitness|hiking,light_comfortable,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|hiking,long_battery,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.815
lifestyle_fitness|hiking,long_battery,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.5705
lifestyle_fitness|hiking,long_battery,under_350,whoop_5_0_peak_2025,0.74,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,long_battery,under_500,apple_watch_series11_2025,0.815,whoop_5_0_peak_2025,0.74,garmin_forerunner_970_2025,0.6755
lifestyle_fitness|hiking,long_battery,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.815,whoop_5_0_peak_2025,0.74
lifestyle_fitness|hiking,long_battery,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.815
lifestyle_fitness|hiking,water_resistance,no_budget,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|hiking,water_resistance,under_200,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|hiking,water_resistance,under_350,whoop_5_0_peak_2025,0.74,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|hiking,water_resistance,under_500,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.74,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,water_resistance,under_650,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.74
lifestyle_fitness|hiking,water_resistance,unlimited,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|hiking,gps_accuracy,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|hiking,gps_accuracy,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|hiking,gps_accuracy,under_350,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|hiking,gps_accuracy,under_500,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,gps_accuracy,under_650,garmin_forerunner_970_2025,0.965,apple_watch_series11_2025,0.915,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,gps_accuracy,unlimited,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915
lifestyle_fitness|hiking,smartphone_independent,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,smartphone_independent,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,smartphone_independent,under_350,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,smartphone_independent,under_500,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,smartphone_independent,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,smartphone_independent,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,app_ecosystem,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,app_ecosystem,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,app_ecosystem,under_350,whoop_5_0_peak_2025,0.69,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|hiking,app_ecosystem,under_500,apple_watch_series11_2025,0.965,whoop_5_0_peak_2025,0.69,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|hiking,app_ecosystem,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.69
lifestyle_fitness|hiking,app_ecosystem,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,design_modern,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,design_modern,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,design_modern,under_350,whoop_5_0_peak_2025,0.69,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|hiking,design_modern,under_500,apple_watch_series11_2025,0.965,whoop_5_0_peak_2025,0.69,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|hiking,design_modern,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.69
lifestyle_fitness|hiking,design_modern,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,design_classic,no_budget,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715,garmin_fenix_8_2024,0.715
lifestyle_fitness|hiking,design_classic,under_200,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005,garmin_fenix_8_2024,0.5005
lifestyle_fitness|hiking,design_classic,under_350,whoop_5_0_peak_2025,0.54,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|hiking,design_classic,under_500,apple_watch_series11_2025,0.715,whoop_5_0_peak_2025,0.54,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|hiking,design_classic,under_650,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715,whoop_5_0_peak_2025,0.54
lifestyle_fitness|hiking,design_classic,unlimited,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715,garmin_fenix_8_2024,0.715
lifestyle_fitness|hiking,with_display,no_budget,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,with_display,under_200,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,with_display,under_350,apple_watch_series11_2025,0.6755,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,with_display,under_500,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.6405,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,with_display,under_650,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.6405
lifestyle_fitness|hiking,with_display,unlimited,apple_watch_series11_2025,0.965,garmin_forerunner_970_2025,0.915,garmin_fenix_8_2024,0.915
lifestyle_fitness|hiking,no_display,no_budget,whoop_5_0_peak_2025,0.79,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715
lifestyle_fitness|hiking,no_display,under_200,whoop_5_0_peak_2025,0.553,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|hiking,no_display,under_350,whoop_5_0_peak_2025,0.79,apple_watch_series11_2025,0.5005,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|hiking,no_display,under_500,whoop_5_0_peak_2025,0.79,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.5005
lifestyle_fitness|hiking,no_display,under_650,whoop_5_0_peak_2025,0.79,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715
lifestyle_fitness|hiking,no_display,unlimited,whoop_5_0_peak_2025,0.79,apple_watch_series11_2025,0.715,garmin_forerunner_970_2025,0.715
lifestyle_fitness|hiking,sleep_monitor,no_budget,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|hiking,sleep_monitor,under_200,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405,garmin_forerunner_970_2025,0.6405
lifestyle_fitness|hiking,sleep_monitor,under_350,whoop_5_0_peak_2025,0.79,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6405
lifestyle_fitness|hiking,sleep_monitor,under_500,apple_watch_series11_2025,0.915,whoop_5_0_peak_2025,0.79,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,sleep_monitor,under_650,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915,whoop_5_0_peak_2025,0.79
lifestyle_fitness|hiking,sleep_monitor,unlimited,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.915,garmin_forerunner_970_2025,0.915
lifestyle_fitness|hiking,stress_monitor,no_budget,garmin_forerunner_970_2025,0.965,garmin_fenix_8_2024,0.965,apple_watch_series11_2025,0.865
lifestyle_fitness|hiking,stress_monitor,under_200,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755,apple_watch_series11_2025,0.6055
lifestyle_fitness|hiking,stress_monitor,under_350,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.6755,garmin_fenix_8_2024,0.6755
lifestyle_fitness|hiking,stress_monitor,under_500,apple_watch_series11_2025,0.865,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.6755
